id	rate
01001	1.4454261296908597
01003	1.5708682483346343
01005	2.6426063649061877
01007	2.2140548199973438
01009	0.8669568082118149
01011	5.609573672400899
01013	3.4732559293440506
01015	1.2973533990659054
01017	2.637517217126278
01019	3.480413009010402
01021	3.8686480213003214
01023	2.277904328018223
01025	1.6210739614994931
01027	0.7377351530800442
01029	3.995205753096284
01031	1.952705473433442
01033	2.5757073996394007
01035	4.734848484848485
01037	2.797463632972771
01039	1.5858332232060262
01041	2.148535415025425
01043	3.0485945978903723
01045	1.614042166851609
01047	1.945004984075272
01049	1.6870518768452132
01051	2.209456473707468
01053	5.29254544973405
01055	1.3584715254664896
01057	1.1933886270063847
01059	1.5774861181221604
01061	2.61418381446764
01063	9.435074890906948
01065	1.3273161667109106
01067	1.1613727425817315
01069	1.1519299626582704
01071	3.433869398500544
01073	1.2114475738490869
01075	2.880599164626242
01077	1.835932437686293
01079	2.415823644873924
01081	0.7643652901721734
01083	2.400096003840153
01085	1.912411550965768
01087	3.1405391258832767
01089	0.6797153125699187
01091	0.9986019572598362
01093	2.9832935560859193
01095	1.3723937714436527
01097	1.7332900010833059
01099	2.7684215383195685
01101	1.4568314357735996
01103	0.8363651570275582
01105	3.108164111065064
01107	2.875766871165645
01109	4.539127277128851
01111	0.8812125484666902
01113	2.8494803888702647
01115	2.1820520476835794
01117	0.9103409945714928
01119	6.8686560329695485
01121	2.3496821745690193
01123	1.7138380178239154
01125	2.0100403969094405
01127	2.60360829478972
01129	2.3803856224708397
01131	5.425445338638212
01133	3.350504669765884
02013	0.0
02016	1.75377060680463
02020	0.8704531378161671
02050	1.1144544745347151
02060	11.210762331838565
02068	0.0
02070	0.0
02090	0.9033332998765444
02100	0.0
02105	0.0
02110	0.0
02122	1.0334315093267197
02130	0.0
02150	0.0
02164	0.0
02170	1.4837529056827736
02180	0.0
02185	0.0
02188	0.0
02195	0.0
02198	0.0
02220	0.0
02230	0.0
02240	1.4622020763269483
02261	0.0
02270	2.463357556349304
02275	0.0
02282	0.0
02290	1.807337791433219
04001	6.295995746705096
04003	1.3446494815189791
04005	4.169752043537963
04007	5.643447017438251
04009	1.5929485477619072
04011	0.0
04012	9.428344581183008
04013	0.9812984666071808
04015	2.393314349629036
04017	3.7865844085078084
04019	0.9207692878889135
04021	1.3527339983865572
04023	1.2914056950991153
04025	2.1146880835076827
04027	0.7832578631746421
05001	0.5425052894265718
05003	3.3592475285536034
05005	2.4358755754756047
05007	0.9612611746611552
05009	2.1492665627854497
05011	0.9013881377321076
05013	1.912411550965768
05015	4.331504475887958
05017	7.254919742450348
05019	1.3254981663942031
05021	3.971143027334701
05023	2.35599010484156
05025	2.406449284081338
05027	0.414696856597827
05029	2.3788001332128075
05031	1.6290702800084331
05033	1.6206667422977812
05035	2.65506607029798
05037	1.7357093265447812
05039	6.575486586007364
05041	2.5073129962390306
05043	2.6626903823623387
05045	1.069501118862709
05047	2.8245396000451923
05049	3.277613897082924
05051	2.5726252096689546
05053	1.6572754391779914
05055	1.8101185627658607
05057	5.433798224959246
05059	5.085861305570513
05061	5.263157894736842
05063	1.6193457843031414
05065	0.0
05067	2.8838389664321147
05069	1.2575979878432195
05071	0.382540836234268
05073	1.4293882218410519
05075	2.9799153704034818
05077	5.181347150259066
05079	2.170767004341534
05081	3.207184092366901
05083	1.8421295017039696
05085	1.8145020587619516
05087	4.439652438637661
05089	4.324992276799507
05091	2.5052382253803405
05093	0.9145365585989301
05095	4.054601973239627
05097	5.574136008918617
05099	1.1684973124561815
05101	1.2637432073802604
05103	2.463256424993842
05105	3.92580233585239
05107	2.04991544098806
05109	0.9238728750923872
05111	3.3277870216306162
05113	5.93589236248516
05115	1.4197823000473262
05117	0.0
05119	1.2733532995130696
05121	1.1448852252561679
05123	3.3848584000902626
05125	1.2770304784607525
05127	2.853609816417769
05129	6.354047528275513
05131	0.4695570511817186
05133	1.735106998264893
05135	1.7738883632923368
05137	3.2113037893384715
05139	2.2419290554005578
05141	0.5962673662870431
05143	0.9757092741166504
05145	1.263248316721618
05147	4.4503782821539835
05149	0.9211071708193248
06001	0.4578153661149483
06003	9.00900900900901
06005	2.1621037269262997
06007	1.3752656259011318
06009	2.4538235031676634
06011	2.3275300251373245
06013	0.6301337037217827
06015	5.136860644309093
06017	1.3553661657233318
06019	1.0052715207603955
06021	2.1415569118749334
06023	2.0629646275243685
06025	1.4984100204782702
06027	3.285870755750274
06029	1.5303068775391755
06031	2.318418176398503
06033	2.6319456270997508
06035	2.8712713351411714
06037	0.5742214677808659
06039	1.8709918837662425
06041	0.3062540913632518
06043	1.7112543494381385
06045	1.1409143287430548
06047	1.9742601180831048
06049	3.346346904629113
06051	4.313753684664606
06053	1.1292976690374237
06055	1.0529567024203963
06057	1.3147648088028558
06059	0.5110771234308039
06061	0.5594167148386615
06063	2.7160627953718293
06065	0.9826236559868464
06067	0.8858782350374833
06069	1.5308205197986118
06071	1.1371469734269428
06073	0.7031323637582546
06075	0.4393998260901741
06077	1.3083489187529094
06079	1.172703721735175
06081	0.4312964378835107
06083	0.7419581850353779
06085	0.6152100786009079
06087	0.6565844477030487
06089	1.8938022536246817
06091	3.3704078193461413
06093	2.525600404096065
06095	1.0089614118121863
06097	0.8961537082840448
06099	0.8544024012422268
06101	1.7623337445445404
06103	2.8432425601819675
06105	2.29550845512281
06107	1.587429299595749
06109	3.165205086670763
06111	0.6348937611106409
06113	1.1736207608818117
06115	1.2081834290930569
08001	0.8955157051066782
08003	2.4248302618816684
08005	0.5862816433632918
08007	2.4287564766839376
08009	5.532503457814661
08011	1.7152658662092624
08013	0.5949175256440765
08014	0.15369246138476908
08015	1.6078893772108478
08017	0.0
08019	4.299688272600236
08021	2.460024600246002
08023	5.5803571428571415
08025	0.0
08027	0.0
08029	0.0
08031	0.7472034810891589
08033	5.055611729019212
08035	0.4032420662123473
08037	1.3058483350433732
08039	1.2128562765312312
08041	0.711668848623588
08043	1.927525057825752
08045	1.3770548239951803
08047	8.579272477693891
08049	2.7369141293191923
08051	5.601543536441153
08053	12.919896640826876
08055	3.0807147258163896
08057	7.374631268436577
08059	0.9725493524589583
08061	0.0
08063	1.2889920082495492
08065	1.3360053440213762
08067	1.2799882972498535
08069	0.9892768386309608
08071	0.7113387395077535
08073	7.198128486593485
08075	2.7228172082047557
08077	1.3466834553204097
08079	13.77410468319559
08081	3.0919069336012988
08083	1.1464383980434116
08085	1.7095687002393396
08087	2.4682651622002822
08089	4.361336749713787
08091	6.395224898742273
08093	1.8170805572380373
08095	2.2993791676247413
08097	0.0
08099	3.346160281077464
08101	0.7335366860035087
08103	1.5218383807639628
08105	4.3316295590401115
08107	1.6576875259013677
08109	1.5997440409534474
08111	0.0
08113	1.2691965985531155
08115	4.168403501458942
08117	0.9915060977625012
08119	2.1381227282446007
08121	4.1118421052631575
08123	1.9286470716124189
08125	2.9568302779420463
09001	0.3691776725562811
09003	0.6920871002778394
09005	1.1982375015658786
09007	1.2190439038661978
09009	0.7330098781807393
09011	1.0667137492045626
09013	1.1227050587769118
09015	1.5440968320279995
10001	1.49827410348464
10003	1.0776268501505983
10005	1.855098273831056
11001	0.342145819573121
12001	1.4232739917834778
12003	4.3763676148796495
12005	1.7617749883007128
12007	3.7136066547831255
12009	1.4434383405387898
12011	1.1811698327115494
12013	2.7658691743880515
12015	1.3285965976374086
12017	2.0558919026216165
12019	1.6179087793613671
12021	1.287415513356936
12023	3.2188213261543868
12027	4.512380844943314
12029	3.703017959637105
12031	1.456720079736257
12033	1.5755475027572083
12035	1.1386063458327007
12037	0.8502678343678259
12039	2.60665566078721
12041	1.744287458573173
12043	10.241404535479152
12045	1.2601600403251212
12047	3.497726477789437
12049	0.7272198385571959
12051	2.556302563971472
12053	1.9614546147422933
12055	2.211255289423164
12057	1.4083985026500132
12059	4.657420823845995
12061	1.6225096167497075
12063	6.172966521944897
12065	3.550884170158369
12067	4.617338104582708
12069	1.8718833908707329
12071	1.3533110535597777
12073	1.0130225799239885
12075	5.27214300060253
12077	0.0
12079	3.8026944806605822
12081	1.5411331181251016
12083	2.039306169775152
12085	1.919594581624361
12086	1.2624776420779342
12087	2.7103069099919983
12089	1.9121921370659325
12091	1.7114323682197077
12093	1.5201803947401755
12095	1.094613415147276
12097	1.512378353853324
12099	1.314319972954528
12101	1.4058793875989386
12103	1.0844080027204954
12105	1.7228330759338684
12107	2.776890715465893
12109	1.6325450052947406
12111	1.2057756654374454
12113	1.1374521072796937
12115	1.4301601039578449
12117	0.979641273177422
12119	1.4298811516431018
12121	2.742230347349177
12123	1.7783310363224114
